pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
6349	A	There	3.7	CONTRADICTION
6350	A	The	3.8	NEUTRAL
6353	A	A	3.4	NEUTRAL
6357	The	The	4.8	ENTAILMENT
6359	The	A	4	ENTAILMENT
6360	The	A	3.9	NEUTRAL
6362	A	The	3.1	NEUTRAL
6363	A	The	4	NEUTRAL
6366	A	A	4.9	ENTAILMENT
6368	A	A	3.635	NEUTRAL
6370	The	There	2.7	CONTRADICTION
6372	The	A	2.8	NEUTRAL
6373	A	The	3	NEUTRAL
6375	The	The	4.5	ENTAILMENT
6377	A	The	5	ENTAILMENT
6381	There	The	3	NEUTRAL
6382	A	The	2.6	NEUTRAL
6385	The	A	3.4	NEUTRAL
6386	A	A	4.5	ENTAILMENT
6387	A	A	3.5	NEUTRAL
6390	A	The	2.5	NEUTRAL
6392	The	A	2.7	NEUTRAL
6395	A	A	5	ENTAILMENT
6397	A	The	5	ENTAILMENT
6402	A	A	3.6	NEUTRAL
6404	The	The	5	ENTAILMENT
6405	The	The	4	CONTRADICTION
6407	A	A	4.7	ENTAILMENT
6411	The	A	2.7	NEUTRAL
6412	The	A	3	NEUTRAL
6417	A	A	4.8	ENTAILMENT
6419	A	A	3.7	NEUTRAL
6420	A	A	3	NEUTRAL
6421	A	A	3.8	NEUTRAL
6423	A	A	3.4	NEUTRAL
6424	There	A	3.5	NEUTRAL
6426	A	A	4.9	ENTAILMENT
6429	The	The	2.9	CONTRADICTION
6432	A	The	3.4	NEUTRAL
6434	A	The	3.7	NEUTRAL
6443	A	Some	4	NEUTRAL
6444	Nobody	A	3	NEUTRAL
6447	A	There	2.3	CONTRADICTION
6448	The	A	5	ENTAILMENT
6452	A	A	2.6	NEUTRAL
6454	A	A	4.265	ENTAILMENT
6458	The	The	3.2	CONTRADICTION
6460	Two	Two	4.2	NEUTRAL
6463	Two	The	3	NEUTRAL
6467	Two	The	3.4	NEUTRAL
6468	A	A	4.7	ENTAILMENT
6469	A	A	4.1	NEUTRAL
6470	The	The	4.5	ENTAILMENT
6471	The	The	3.7	CONTRADICTION
6477	A	One	4.8	ENTAILMENT
6478	A	There	3.1	CONTRADICTION
6480	The	The	3.6	CONTRADICTION
6488	A	A	4.9	ENTAILMENT
6489	A	There	4.3	CONTRADICTION
6491	A	There	2	NEUTRAL
6495	The	A	4.4	ENTAILMENT
6496	The	The	3.7	CONTRADICTION
6497	A	A	4.5	ENTAILMENT
6499	An	A	2.5	NEUTRAL
6500	The	A	3.1	ENTAILMENT
6506	A	A	4.8	ENTAILMENT
6508	The	A	4.9	ENTAILMENT
6510	The	A	3.2	NEUTRAL
6511	A	A	2.5	NEUTRAL
6513	There	A	3.3	NEUTRAL
6514	A	A	3.4	NEUTRAL
6517	A	A	3.9	NEUTRAL
6521	A	The	1.9	NEUTRAL
6527	Women	Women	3.7	CONTRADICTION
6529	Several	Several	3.6	NEUTRAL
6531	Women	A	3.9	NEUTRAL
6532	Several	Women	3.4	NEUTRAL
6535	Several	Women	3.4	CONTRADICTION
6536	Women	Several	3.8	NEUTRAL
6540	The	The	3.3	CONTRADICTION
6543	The	The	4.9	ENTAILMENT
6545	The	A	4.6	ENTAILMENT
6546	A	A	4.9	ENTAILMENT
6548	The	A	5	ENTAILMENT
6549	A	A	3.5	NEUTRAL
6550	The	A	4	ENTAILMENT
6552	A	A	3.6	NEUTRAL
6554	A	A	3.7	NEUTRAL
6555	Two	Two	4.5	ENTAILMENT
6557	Two	Two	4.4	ENTAILMENT
6558	Two	Two	3.7	NEUTRAL
6559	Two	Two	3.2	NEUTRAL
6563	Two	Two	3.3	NEUTRAL
6565	The	The	4.2	CONTRADICTION
6566	The	A	5	ENTAILMENT
6567	A	There	2.5	CONTRADICTION
6569	The	The	2.615	NEUTRAL
6572	A	The	3.2	NEUTRAL
6575	A	A	4.7	ENTAILMENT
6576	A	There	4.5	CONTRADICTION
6578	The	The	3.7	CONTRADICTION
6579	The	A	4.3	NEUTRAL
6580	The	A	3.3	NEUTRAL
6582	The	There	2.5	NEUTRAL
6584	A	A	4.7	ENTAILMENT
6588	A	A	2.9	NEUTRAL
6589	A	A	3.2	NEUTRAL
6591	A	A	4	NEUTRAL
6593	A	A	4.6	ENTAILMENT
6595	The	A	4.9	ENTAILMENT
6597	The	A	3.6	NEUTRAL
6599	A	A	3.8	NEUTRAL
6600	A	A	2.6	NEUTRAL
6603	Nobody	Some	3.7	CONTRADICTION
6604	Four	Four	4.6	ENTAILMENT
6605	Four	Four	3.5	NEUTRAL
6606	Four	Some	3.3	NEUTRAL
6607	Some	Four	2.9	NEUTRAL
6610	Four	Some	3.9	NEUTRAL
6614	Four	There	4.3	CONTRADICTION
6615	Some	The	3.9	NEUTRAL
6617	The	Four	2.9	NEUTRAL
6618	Four	The	3	NEUTRAL
6619	The	Four	3.5	NEUTRAL
6620	A	A	5	ENTAILMENT
6626	A	A	2.9	NEUTRAL
6631	A	The	3.5	NEUTRAL
6632	A	A	4.9	ENTAILMENT
6635	A	A	3.1	NEUTRAL
6638	A	The	3.1	NEUTRAL
6640	Some	Football	4.8	ENTAILMENT
6644	Two	Football	3.7	NEUTRAL
6646	A	Some	3.7	NEUTRAL
6647	A	There	3.3	NEUTRAL
6648	Football	A	3.8	NEUTRAL
6656	A	Two	1.6	NEUTRAL
6657	A	Two	2.6	NEUTRAL
6658	Two	A	2.6	NEUTRAL
6659	A	Two	2.3	NEUTRAL
6664	Two	Two	2.5	NEUTRAL
6665	Two	Two	2	NEUTRAL
6669	A	Some	4.8	ENTAILMENT
6670	A	A	3.2	CONTRADICTION
6671	A	A	4.8	ENTAILMENT
6674	There	A	2.6	NEUTRAL
6675	Some	A	3	NEUTRAL
6678	A	A	4.8	ENTAILMENT
6683	A	Nobody	3.4	CONTRADICTION
6684	Three	A	3.7	NEUTRAL
6687	A	A	5	ENTAILMENT
6688	A	A	2.9	NEUTRAL
6692	A	There	1.8	NEUTRAL
6694	A	Four	2.5	NEUTRAL
6695	Four	A	3.8	ENTAILMENT
6696	A	A	4.3	ENTAILMENT
6697	A	A	4.4	NEUTRAL
6698	The	Some	4.9	ENTAILMENT
6700	A	Some	3.3	NEUTRAL
6701	A	The	3.2	NEUTRAL
6711	A	A	2.9	NEUTRAL
6714	The	The	4.9	ENTAILMENT
6715	The	The	3.7	CONTRADICTION
6717	A	A	3.4	NEUTRAL
6720	A	The	3.7	CONTRADICTION
6721	A	The	2.8	NEUTRAL
6723	The	A	3.8	NEUTRAL
6725	A	A	4.8	ENTAILMENT
6728	A	A	3.7	NEUTRAL
6731	A	A	4.4	ENTAILMENT
6733	A	A	3.7	NEUTRAL
6735	Three	Three	3.6	NEUTRAL
6736	The	The	4.4	ENTAILMENT
6738	The	The	4	NEUTRAL
6742	A	The	3.4	NEUTRAL
6745	Two	Some	4.65	ENTAILMENT
6746	There	Two	3.3	CONTRADICTION
6747	Two	Two	4.5	ENTAILMENT
6748	Two	Two	3.9	NEUTRAL
6750	Two	Two	3.5	NEUTRAL
6752	There	Two	3.7	NEUTRAL
6754	The	The	4.9	ENTAILMENT
6757	A	There	3.9	CONTRADICTION
6758	A	The	3.3	NEUTRAL
6760	The	A	2.6	NEUTRAL
6761	The	A	2.5	NEUTRAL
6762	A	The	2.4	NEUTRAL
6765	Three	Three	3.5	NEUTRAL
6766	The	The	4.3	ENTAILMENT
6768	The	Three	2.5	NEUTRAL
6769	Three	The	3.4	NEUTRAL
6770	Three	The	3.5	NEUTRAL
6771	Three	The	2.8	NEUTRAL
6772	Three	The	2.9	NEUTRAL
6773	The	Three	3.6	NEUTRAL
6775	There	A	3.6	CONTRADICTION
6777	A	A	3.9	NEUTRAL
6778	A	A	3	NEUTRAL
6781	A	There	2.65	NEUTRAL
6789	A	A	3.2	NEUTRAL
6791	A	A	3.3	NEUTRAL
6799	Two	Two	2.5	NEUTRAL
6800	Two	Two	2.6	NEUTRAL
6802	The	The	4.3	CONTRADICTION
6804	A	A	4.9	ENTAILMENT
6805	A	A	2.3	NEUTRAL
6810	The	A	2.3	NEUTRAL
6812	A	A	4.6	ENTAILMENT
6813	There	A	3.1	CONTRADICTION
6814	One	A	4.7	ENTAILMENT
6816	One	A	3.9	NEUTRAL
6819	There	A	3.9	ENTAILMENT
6822	A	A	3.5	NEUTRAL
6824	A	A	4.7	ENTAILMENT
6825	There	A	3.7	CONTRADICTION
6830	A	A	2.3	NEUTRAL
6833	The	The	4.3	CONTRADICTION
6834	A	The	4.8	ENTAILMENT
6840	The	A	3.3	NEUTRAL
6843	A	A	4.5	ENTAILMENT
6845	A	A	3.6	NEUTRAL
6847	A	Two	2.3	NEUTRAL
6851	A	Two	3	NEUTRAL
6855	There	A	3.6	CONTRADICTION
6857	A	There	4.1	NEUTRAL
6862	A	A	3.5	NEUTRAL
6863	A	A	5	ENTAILMENT
6865	A	A	4.3	ENTAILMENT
6868	A	A	3.6	NEUTRAL
6869	A	A	3.5	NEUTRAL
6870	Two	Two	4.5	ENTAILMENT
6875	Two	There	3.5	NEUTRAL
6877	Two	Two	2.9	NEUTRAL
6879	The	The	4.9	ENTAILMENT
6880	The	The	3	CONTRADICTION
6884	The	A	2.8	NEUTRAL
6885	The	A	3.5	NEUTRAL
6887	The	A	3.9	NEUTRAL
6890	A	One	4.8	ENTAILMENT
6894	A	A	2.8	NEUTRAL
6896	A	A	3.3	NEUTRAL
6897	The	The	4.4	ENTAILMENT
6899	A	A	5	ENTAILMENT
6901	A	The	4.1	NEUTRAL
6902	There	The	2.8	CONTRADICTION
6903	The	A	4.2	ENTAILMENT
6905	The	A	4.3	NEUTRAL
6907	A	A	3	NEUTRAL
6913	A	A	2.9	NEUTRAL
6914	A	A	3.2	NEUTRAL
6918	A	One	4.9	ENTAILMENT
6919	A	A	4	NEUTRAL
6920	One	A	3.5	NEUTRAL
6921	A	A	2.9	NEUTRAL
6922	A	A	3.8	NEUTRAL
6923	There	A	3.4	NEUTRAL
6924	A	A	3.1	NEUTRAL
6927	There	A	3.8	CONTRADICTION
6931	A	There	3.2	NEUTRAL
6934	A	Somebody	3.3	NEUTRAL
6940	Two	A	2	NEUTRAL
6942	A	Two	2.4	NEUTRAL
6945	A	Two	2.4	NEUTRAL
6946	A	A	4.8	ENTAILMENT
6947	There	A	3.7	CONTRADICTION
6948	A	A	4.8	ENTAILMENT
6950	A	A	3.1	NEUTRAL
6957	Music	Four	4.9	ENTAILMENT
6958	Four	Four	3	NEUTRAL
6964	Four	A	2.9	NEUTRAL
6966	A	Four	1.6	NEUTRAL
6968	A	A	4.7	ENTAILMENT
6969	A	A	3.7	CONTRADICTION
6970	A	A	4.4	ENTAILMENT
6974	A	There	2.8	NEUTRAL
6975	A	A	3.6	NEUTRAL
6978	A	A	3.6	NEUTRAL
6979	A	A	4.5	ENTAILMENT
6980	A	A	3.5	NEUTRAL
6981	The	A	5	ENTAILMENT
6982	There	A	3.7	CONTRADICTION
6983	The	A	4	NEUTRAL
6987	A	A	3.4	NEUTRAL
6991	Two	Two	3.5	NEUTRAL
6992	Two	Two	2	NEUTRAL
6993	Two	Two	1.6	NEUTRAL
6994	Two	Two	2.4	NEUTRAL
6995	Two	Two	2.1	NEUTRAL
6996	Two	Two	2.6	NEUTRAL
6997	An	A	4.9	ENTAILMENT
6998	There	A	4.3	CONTRADICTION
7000	Rugby	Rugby	3.9	CONTRADICTION
7001	A	Some	2.6	NEUTRAL
7004	There	Rugby	2.3	NEUTRAL
7005	A	Rugby	1.9	NEUTRAL
7006	A	A	4.7	ENTAILMENT
7008	A	One	5	ENTAILMENT
7009	There	A	4.3	CONTRADICTION
7013	A	A	3.4	NEUTRAL
7016	Two	Two	4	CONTRADICTION
7019	A	A	3.7	NEUTRAL
7020	Two	A	1.3	NEUTRAL
7021	A	Two	1.4	NEUTRAL
7022	A	Two	1.9	NEUTRAL
7025	Two	A	1.5	NEUTRAL
7026	The	A	5	ENTAILMENT
7028	Some	Some	4.9	ENTAILMENT
7035	The	Blue	5	ENTAILMENT
7040	The	A	3.3	NEUTRAL
7045	A	The	3.4	NEUTRAL
7054	A	A	4	NEUTRAL
7056	A	A	3.2	NEUTRAL
7058	A	There	3.7	CONTRADICTION
7060	There	A	3.3	CONTRADICTION
7061	A	A	4.4	ENTAILMENT
7063	A	A	4.3	ENTAILMENT
7066	A	A	4.7	ENTAILMENT
7070	A	A	3.8	NEUTRAL
7074	A	A	3.9	NEUTRAL
7077	A	A	4	NEUTRAL
7081	A	A	3.4	NEUTRAL
7082	The	A	5	ENTAILMENT
7083	The	The	4.2	CONTRADICTION
7084	The	The	4.4	ENTAILMENT
7085	A	A	4.8	ENTAILMENT
7086	A	A	4.2	NEUTRAL
7087	The	A	3.3	NEUTRAL
7090	The	A	2.7	NEUTRAL
7092	The	A	3.8	NEUTRAL
7094	A	There	3.4	CONTRADICTION
7099	An	The	3.8	ENTAILMENT
7100	An	There	3.2	CONTRADICTION
7101	An	A	4	ENTAILMENT
7103	A	There	2.9	CONTRADICTION
7104	A	The	4.9	ENTAILMENT
7105	A	A	4.2	CONTRADICTION
7108	A	A	3.2	NEUTRAL
7110	A	A	3.9	NEUTRAL
7116	A	A	3.6	NEUTRAL
7118	A	A	3.4	NEUTRAL
7119	A	A	4	NEUTRAL
7120	A	There	3.5	NEUTRAL
7121	A	A	4	ENTAILMENT
7123	A	A	3.8	NEUTRAL
7124	A	A	4.5	ENTAILMENT
7125	A	There	3.8	CONTRADICTION
7126	A	A	4.4	ENTAILMENT
7127	A	There	4	CONTRADICTION
7133	A	A	3.5	NEUTRAL
7138	A	Three	4.5	ENTAILMENT
7139	A	Three	4	NEUTRAL
7143	There	A	3.4	CONTRADICTION
7144	A	A	3.2	NEUTRAL
7145	A	A	4.9	ENTAILMENT
7150	A	There	3.1	NEUTRAL
7153	A	The	4.9	ENTAILMENT
7155	The	The	4.5	ENTAILMENT
7156	The	The	3.1	CONTRADICTION
7161	The	The	4.2	CONTRADICTION
7164	A	The	1.9	NEUTRAL
7165	A	The	5	ENTAILMENT
7166	A	There	4.6	CONTRADICTION
7185	Two	Two	3.9	NEUTRAL
7186	Two	Some	3.1	NEUTRAL
7189	Some	Two	3.215	NEUTRAL
7196	A	A	3.9	NEUTRAL
7200	A	There	2.3	NEUTRAL
7204	A	A	4.2	NEUTRAL
7205	A	A	3.6	NEUTRAL
7208	A	A	2.7	NEUTRAL
7209	A	A	3.3	NEUTRAL
7210	A	A	3.35	NEUTRAL
7211	A	There	2.9	NEUTRAL
7213	A	A	4.5	ENTAILMENT
7217	A	A	4.1	NEUTRAL
7218	A	A	4.1	NEUTRAL
7219	A	A	3.9	NEUTRAL
7221	A	A	4	NEUTRAL
7222	The	A	4.9	ENTAILMENT
7224	A	A	3.6	CONTRADICTION
7226	A	There	3.5	CONTRADICTION
7229	The	A	3	NEUTRAL
7230	A	A	2.5	NEUTRAL
7234	A	A	3.4	CONTRADICTION
7235	A	A	3.2	NEUTRAL
7237	A	A	3.4	CONTRADICTION
7239	A	A	3.2	NEUTRAL
7240	A	A	3.7	NEUTRAL
7241	A	A	3.3	NEUTRAL
7242	A	A	3.6	ENTAILMENT
7246	A	A	4.7	ENTAILMENT
7252	A	A	2.8	NEUTRAL
7262	The	A	4.2	NEUTRAL
7267	There	A	3	CONTRADICTION
7268	A	A	4.7	ENTAILMENT
7269	A	A	3.7	NEUTRAL
7270	A	A	4.2	NEUTRAL
7271	A	A	3	NEUTRAL
7274	A	A	4.3	ENTAILMENT
7276	The	The	2.7	CONTRADICTION
7277	A	The	5	ENTAILMENT
7280	The	The	3.1	NEUTRAL
7281	The	The	3.8	NEUTRAL
7287	The	The	3.9	CONTRADICTION
7291	The	A	2.1	NEUTRAL
7292	The	A	3.4	NEUTRAL
7293	The	A	2.4	NEUTRAL
7294	A	The	2.5	NEUTRAL
7298	There	A	2.9	CONTRADICTION
7300	There	A	3.1	CONTRADICTION
7302	A	A	2.65	NEUTRAL
7304	The	A	5	ENTAILMENT
7306	The	The	3.6	NEUTRAL
7309	The	A	4.7	ENTAILMENT
7313	The	A	3.6	NEUTRAL
7314	A	The	5	ENTAILMENT
7315	A	A	4.6	ENTAILMENT
7316	A	A	2.4	NEUTRAL
7320	A	There	3.5	CONTRADICTION
7322	A	A	2.3	NEUTRAL
7332	Three	Three	3.6	NEUTRAL
7334	Three	Three	4.3	ENTAILMENT
7335	A	The	4.7	ENTAILMENT
7340	The	One	3.4	NEUTRAL
7343	A	One	3.7	NEUTRAL
7344	One	The	3	NEUTRAL
7346	Two	Some	4.3	ENTAILMENT
7347	Two	There	4.1	CONTRADICTION
7349	Small	Small	4	NEUTRAL
7350	A	Small	2.6	NEUTRAL
7352	Small	Two	3.3	NEUTRAL
7353	Two	A	3.2	NEUTRAL
7358	A	There	4	CONTRADICTION
7359	A	The	4.9	ENTAILMENT
7362	A	A	1.6	NEUTRAL
7364	A	There	3.7	NEUTRAL
7365	A	A	2.8	NEUTRAL
7367	A	A	3.7	NEUTRAL
7368	A	One	4.7	ENTAILMENT
7370	A	A	3.5	NEUTRAL
7371	A	One	3.7	NEUTRAL
7372	A	A	2.4	NEUTRAL
7375	A	A	3.4	NEUTRAL
7381	A	A	3.9	NEUTRAL
7383	A	The	3.2	NEUTRAL
7386	A	A	4.7	ENTAILMENT
7388	A	A	4.5	ENTAILMENT
7389	A	A	3.2	NEUTRAL
7390	A	A	4.1	NEUTRAL
7391	A	A	3.1	NEUTRAL
7392	A	A	4	NEUTRAL
7397	A	A	4.9	ENTAILMENT
7398	A	A	3.6	NEUTRAL
7399	A	A	4.4	NEUTRAL
7402	There	A	3.9	NEUTRAL
7404	An	The	4.9	ENTAILMENT
7411	The	A	3.4	NEUTRAL
7414	There	A	3.1	CONTRADICTION
7416	A	A	4.9	ENTAILMENT
7417	A	A	3.7	NEUTRAL
7418	A	A	4.7	ENTAILMENT
7419	A	A	4.1	NEUTRAL
7420	A	A	4.7	ENTAILMENT
7422	A	A	3.6	NEUTRAL
7423	A	A	4.9	ENTAILMENT
7427	A	There	3.3	CONTRADICTION
7428	A	A	3.7	NEUTRAL
7432	A	A	3.9	NEUTRAL
7434	A	A	3.4	NEUTRAL
7437	A	The	3.2	NEUTRAL
7438	A	The	2.1	NEUTRAL
7441	A	The	3.8	NEUTRAL
7444	The	A	2.9	NEUTRAL
7446	The	The	3.1	CONTRADICTION
7451	A	The	3.115	NEUTRAL
7452	A	The	3	NEUTRAL
7454	The	A	2.9	NEUTRAL
7455	A	A	4.8	ENTAILMENT
7457	A	The	4.8	ENTAILMENT
7459	A	A	4.6	ENTAILMENT
7461	There	A	3	NEUTRAL
7462	A	A	4.4	NEUTRAL
7468	The	The	3.5	NEUTRAL
7470	A	A	4.2	NEUTRAL
7472	A	The	3.1	NEUTRAL
7474	A	The	3.8	CONTRADICTION
7476	A	The	3.7	ENTAILMENT
7479	Two	Two	4.6	ENTAILMENT
7481	Two	A	4	NEUTRAL
7483	Two	A	3.8	NEUTRAL
7485	Two	A	4.1	NEUTRAL
7486	The	A	5	ENTAILMENT
7487	A	There	3.6	CONTRADICTION
7491	A	The	3.4	NEUTRAL
7492	The	The	3.8	NEUTRAL
7493	There	The	3.3	NEUTRAL
7496	A	A	2.2	NEUTRAL
7497	The	The	5	ENTAILMENT
7499	The	The	3.5	NEUTRAL
7503	The	A	3.7	NEUTRAL
7504	The	A	2.1	NEUTRAL
7505	A	The	3.3	NEUTRAL
7506	Two	Two	4.9	ENTAILMENT
7507	Two	Two	3.8	NEUTRAL
7508	Two	Two	4.9	ENTAILMENT
7509	There	Two	4.4	CONTRADICTION
7511	There	Two	3.9	NEUTRAL
7516	A	There	4.3	CONTRADICTION
7522	There	The	2.6	NEUTRAL
7525	There	A	3.1	CONTRADICTION
7526	A	A	3.8	NEUTRAL
7527	A	A	4.9	ENTAILMENT
7532	There	A	2.6	NEUTRAL
7534	A	A	3.6	NEUTRAL
7537	A	A	4.1	NEUTRAL
7539	A	There	4.3	CONTRADICTION
7542	A	A	4.1	NEUTRAL
7543	A	A	3.8	NEUTRAL
7545	A	A	3.5	NEUTRAL
7547	A	A	4.4	NEUTRAL
7549	A	There	3.7	CONTRADICTION
7550	A	The	4.3	ENTAILMENT
7551	A	There	3.3	CONTRADICTION
7553	A	A	3.8	NEUTRAL
7554	A	A	4.2	ENTAILMENT
7556	A	A	4.6	NEUTRAL
7557	A	A	4.9	ENTAILMENT
7558	A	A	4.1	NEUTRAL
7559	A	A	3	NEUTRAL
7561	A	A	3	NEUTRAL
7563	A	A	3.5	NEUTRAL
7564	A	A	3.6	NEUTRAL
7567	The	The	4.2	CONTRADICTION
7569	There	A	4.2	CONTRADICTION
7572	A	The	4.4	ENTAILMENT
7573	A	The	3.6	NEUTRAL
7576	The	The	3.6	CONTRADICTION
7577	The	The	3.4	NEUTRAL
7580	The	Rugby	4.5	ENTAILMENT
7581	The	Some	2.2	NEUTRAL
7583	The	Some	3.5	NEUTRAL
7587	The	The	3.5	CONTRADICTION
7588	A	A	4.5	ENTAILMENT
7594	The	A	3.8	NEUTRAL
7599	A	A	3.8	NEUTRAL
7603	There	A	3.9	CONTRADICTION
7606	A	A	4.5	ENTAILMENT
7608	A	The	4.9	ENTAILMENT
7609	The	The	3.9	CONTRADICTION
7611	The	A	2.9	NEUTRAL
7612	A	The	3.515	NEUTRAL
7613	A	The	2.4	NEUTRAL
7616	A	There	3.5	CONTRADICTION
7618	A	A	4.3	ENTAILMENT
7619	A	A	3.5	NEUTRAL
7622	A	A	3.1	NEUTRAL
7625	A	A	3.2	NEUTRAL
7629	A	A	3.7	NEUTRAL
7630	A	A	4.2	NEUTRAL
7634	A	A	4	NEUTRAL
7636	The	The	3.7	CONTRADICTION
7638	A	There	2.8	CONTRADICTION
7639	A	A	4.1	ENTAILMENT
7641	The	There	4.1	CONTRADICTION
7642	The	A	3.6	ENTAILMENT
7643	The	A	4	NEUTRAL
7647	A	A	3.7	CONTRADICTION
7648	A	A	4.5	ENTAILMENT
7651	A	There	2.9	NEUTRAL
7652	A	A	4.1	NEUTRAL
7653	A	A	3.4	NEUTRAL
7654	A	A	4.2	NEUTRAL
7657	A	A	2.7	NEUTRAL
7658	A	A	4.3	ENTAILMENT
7659	A	A	4.2	NEUTRAL
7660	A	A	3.3	NEUTRAL
7662	The	A	3.5	NEUTRAL
7665	A	A	3.7	NEUTRAL
7666	The	The	4.5	ENTAILMENT
7668	A	A	4.9	ENTAILMENT
7669	A	A	3.2	NEUTRAL
7670	The	A	4.4	ENTAILMENT
7672	The	A	4.7	ENTAILMENT
7675	A	A	4.9	ENTAILMENT
7678	The	A	5	ENTAILMENT
7680	A	The	2	NEUTRAL
7681	A	A	2.9	NEUTRAL
7682	A	A	3.3	NEUTRAL
7687	A	There	3.9	CONTRADICTION
7688	A	A	4.3	ENTAILMENT
7689	A	A	4.4	CONTRADICTION
7692	One	A	4.2	ENTAILMENT
7697	Two	Two	3.5	NEUTRAL
7699	The	The	3.8	CONTRADICTION
7700	Two	Some	2.3	NEUTRAL
7701	The	Two	2.6	NEUTRAL
7702	Two	The	2.3	NEUTRAL
7703	Two	The	1.6	NEUTRAL
7707	A	A	3.1	NEUTRAL
7711	A	The	2.8	NEUTRAL
7712	The	The	4.3	ENTAILMENT
7714	The	A	4.1	ENTAILMENT
7716	A	There	4.4	CONTRADICTION
7719	A	The	4.2	NEUTRAL
7722	A	There	3.1	CONTRADICTION
7723	A	A	4	NEUTRAL
7724	A	A	4.6	ENTAILMENT
7728	A	A	2.7	NEUTRAL
7729	A	A	1.6	NEUTRAL
7731	A	A	1.8	NEUTRAL
7732	A	A	1.2	NEUTRAL
7733	A	A	1.7	NEUTRAL
7739	A	A	3.6	NEUTRAL
7740	A	A	2.7	NEUTRAL
7741	A	A	2.7	NEUTRAL
7742	A	There	2.9	NEUTRAL
7744	A	The	5	ENTAILMENT
7746	The	A	2.835	NEUTRAL
7747	A	A	4.5	ENTAILMENT
7751	A	The	3.1	NEUTRAL
7752	A	There	2.5	NEUTRAL
7753	The	A	1.7	NEUTRAL
7754	A	A	2.6	NEUTRAL
7755	A	A	4.8	ENTAILMENT
7757	People	People	4.815	ENTAILMENT
7760	People	A	3.3	NEUTRAL
7763	A	People	3.7	NEUTRAL
7764	People	A	2.8	NEUTRAL
7768	A	The	5	ENTAILMENT
7769	The	The	3.9	CONTRADICTION
7771	A	A	4.3	ENTAILMENT
7776	A	The	4.4	ENTAILMENT
7777	The	The	4.5	ENTAILMENT
7778	The	The	3.1	CONTRADICTION
7779	The	The	4.4	ENTAILMENT
7780	The	The	3.7	NEUTRAL
7781	The	The	2.1	NEUTRAL
7782	The	The	2.1	NEUTRAL
7784	The	The	2	NEUTRAL
7785	The	The	2.265	NEUTRAL
7787	There	A	3	CONTRADICTION
7790	A	A	4.2	NEUTRAL
7792	A	A	3.5	NEUTRAL
7793	There	A	2.7	NEUTRAL
7794	A	A	4	NEUTRAL
7798	A	A	4.4	CONTRADICTION
7804	A	A	4.6	ENTAILMENT
7805	A	A	3.7	NEUTRAL
7807	A	There	3.7	CONTRADICTION
7808	A	A	3.7	ENTAILMENT
7810	A	A	4.1	ENTAILMENT
7811	A	A	3.2	NEUTRAL
7813	Some	Some	4.6	ENTAILMENT
7817	Some	Two	3.2	NEUTRAL
7819	Two	Some	3.3	NEUTRAL
7821	Two	Some	3	NEUTRAL
7822	A	A	4.9	ENTAILMENT
7823	A	A	3.6	NEUTRAL
7834	A	There	3.3	CONTRADICTION
7836	There	The	3.5	CONTRADICTION
7838	A	A	3.8	NEUTRAL
7839	The	A	4.5	ENTAILMENT
7841	A	A	2.9	NEUTRAL
7844	A	The	4	NEUTRAL
7847	A	The	1.8	NEUTRAL
7849	Two	Two	4.5	ENTAILMENT
7851	Two	Two	4.8	ENTAILMENT
7859	A	A	4	NEUTRAL
7861	There	A	3.3	CONTRADICTION
7864	A	A	3.9	NEUTRAL
7866	A	A	3.6	NEUTRAL
7867	A	A	4.5	ENTAILMENT
7868	A	A	3	NEUTRAL
7869	A	A	3.6	NEUTRAL
7872	A	A	3.8	NEUTRAL
7875	A	A	3	NEUTRAL
7876	A	A	2.7	NEUTRAL
7878	Three	ATVs	5	ENTAILMENT
7881	Three	Three	3.7	NEUTRAL
7884	Three	ATVs	4.6	ENTAILMENT
7887	Two	Two	4.5	ENTAILMENT
7888	Two	Two	3.2	CONTRADICTION
7890	Two	Two	3.6	NEUTRAL
7891	Two	Two	4	NEUTRAL
7892	Two	Two	3.5	NEUTRAL
7893	Two	Two	4.3	ENTAILMENT
7896	A	A	4.635	ENTAILMENT
7898	The	A	4.9	ENTAILMENT
7899	A	A	3.6	NEUTRAL
7900	A	The	3.5	NEUTRAL
7902	A	A	4.2	ENTAILMENT
7903	A	There	3.3	NEUTRAL
7906	A	There	3.5	CONTRADICTION
7909	A	A	4	NEUTRAL
7912	A	An	3.2	NEUTRAL
7917	A	A	2.5	CONTRADICTION
7921	A	There	2.9	NEUTRAL
7923	A	A	2.6	CONTRADICTION
7925	Four	Four	4.7	ENTAILMENT
7926	Four	Four	3.5	NEUTRAL
7927	A	A	4.4	ENTAILMENT
7933	A	Four	1.5	NEUTRAL
7934	A	An	5	ENTAILMENT
7935	An	There	3	CONTRADICTION
7936	A	An	4.8	ENTAILMENT
7939	An	A	1.7	NEUTRAL
7940	A	A	1.9	NEUTRAL
7946	A	There	3	CONTRADICTION
7949	A	A	3.3	NEUTRAL
7953	Two	Two	3	NEUTRAL
7954	A	A	4.9	ENTAILMENT
7957	There	Two	3.5	CONTRADICTION
7959	Two	A	2.5	NEUTRAL
7963	The	The	4.1	NEUTRAL
7964	A	A	4.8	ENTAILMENT
7966	The	A	2.8	NEUTRAL
7967	A	The	1.9	NEUTRAL
